id,title,journal,month,year
1104,"A Versatile Ionomer-Based Soft Actuator with Multi-Stimulus Responses, Self-Sustainable Locomotion, and Photoelectric Conversion",Adv Func Mat,Nov,2022
1105,Highly Integrated Multi-Material Fibers for Soft Robotics,Adv Sci,Nov,2022
1106,Artificial Muscles and Soft Robotic Devices for Treatment of End- Stage Heart Failure,Adv Mat,Oct,2022
1107,Electromagnetic actuator design for distributed stiffness,Smart Mat Struct,Oct,2022
1108,Anthropomorphic Twisted String-Actuated Soft Robotic Gripper With Tendon-Based Stiffening,IEEE T-RO,Dec,2022
1109,Soft self-healing resistive-based sensors inspired by sensory transduction in biological systems,App Mater Today,Dec,2022
1110,"Intrinsic Force Sensing for Motion Estimation in a Parallel, Fluidic Soft Robot for Endoluminal Interventions",IEEE RA-L,Oct,2022
1111,Autonomous self-healing optical sensors for damage intelligent soft- bodied systems,Science,Dec,2022
1112,Flexible Capacitive Sensing and Ultrasound Calibration for Skeletal Muscle Deformations,SoRo Journal,Nov,2022
1113,Ultralow-Latency Textile Sensors for Wearable Interfaces with a Human-in-Loop Sensing Approach,SoRo Journal,Oct,2022
1114,"Nanomaterials for Wearable, Flexible, and Stretchable Strain/ Pressure Sensors",Book chapter,Oct,2022
1115,"ESPRESS,0: Eustachian Tube-Inspired Tactile Sensor Exploiting Pneumatics for Range Extension and SenSitivity Tuning",Sensors,Nov,2022
1116,Reconfigurable Soft Robots by Building Blocks,Adv Sci,Oct,2022
1117,Optimal design and experimental validation of 3D printed soft pneumatic actuators,Smart Mat Struct,Oct,2022
1118,Walking locomotion of a cable-driven soft-legged robot,Sage,Nov,2022
1119,Bio-Inspired Transparent Soft Jellyfish Robot,SoRo Journal,Dec,2022
1120,Bioinspired 3D-Printed Snakeskins Enable Effective Serpentine Locomotion of a Soft Robotic Snake,SoRo Journal,Nov,2022
1121,Soft Underwater Swimming Robots Based on Artificial Muscle,Adv Mat Tech,Oct,2022
1122,A design of bionic soft gripper for automatic fabric grasping in apparel manufacturing,Sage,Nov,2022
1123,Design and Gesture Optimization of a Soft-Rigid Robotic Hand for Adaptive Grasping,SoRo Journal,Nov,2022
1124,A novel design of a passive variable stiffness soft robotic grippe,Bioinsp & Biomim,Oct,2022
1125,Design and control of soft biomimetic pangasius fish robot using fin ray effect and reinforcement learning (video ),Nature,Dec,2022
1126,Modular Bioinspired Hand with Multijoint Rigid-Soft Finger Possessing Proprioception,SoRo Journal,Nov,2022
1127,Design and transmission modeling of a soft elbow exosuit using double artificial tendon system,Sage,Nov,2022
1128,A soft supernumerary hand for rehabilitation in sub-acute stroke: a pilot study,Nature,Dec,2022
1129,"Low-resistance, high-force, and large-ROM fabric-based soft elbow exosuits with adaptive mechanism and composite bellows",Sci China Tech Sci,Dec,2022
1130,Simple Neural Network Compact Form Model-Free Adaptive Controller for Thin McKibben Muscle System,IEEE Access,Nov,2022
1131,"Toward smart composites: Small-scale, untethered prediction and control for soft sensor/actuator systems",Sage,Oct,2022
1132,Frictional Anisotropic Locomotion and Adaptive Neural Control for a Soft Crawling Robot,SoRo Journal,Nov,2022
1133,Energy-saving trajectory optimization of a fluidic soft robotic arm,Smart Mat Struct,Oct,2022
1134,Learn to swim: Online motion control of an underactuated robotic eel based on deep reinforcement learning,Biomim Intel Robot,Dec,2022
1135,Statics and Dynamics of Continuum Robots Based on Cosserat Rods and Optimal Control Theories,IEEE T-RO,Dec,2022
1136,Robot Aims to Help Children with Cerebral Palsy,ASME,Nov,2022
1137,Soft robotics: The journey thus far and the challenges ahead,IEEE Robot Autom Mag,Dec,2020
1138,Soft sensors that can feel it all,Sci Robot,Dec,2020
1139,Bio?inspired conformable and helical soft fabric gripper with variable stiffness and touch sensing,Adv Mater Technol,Nov,2020
1140,Dynamics of continuum and soft robots: A strain parameterization based approach,IEEE Trans Robot,Nov,2020
1141,"Design and optimization of a dextrous robotic finger: Incorporating a sliding, rotating, and soft-bending mechanism while maximizing dexterity and minimizing dimensions",IEEE Robot Autom Mag,Dec,2020
1142,Ultra-sensitive and resilient compliant strain gauges for soft machines,Nature,Nov,2020
1143,Heterogeneous sensing in a multifunctional soft sensor for human- robot interfaces,Sci Robot,Dec,2020
1144,Expanding pouch motor patterns for programmable soft bending actuation: Enabling soft robotic system adaptations,IEEE Robot Autom Mag,Dec,2020
1145,Investigating the effects of strapping pressure on human-robot interface dynamics using a soft robotic cuff,IEEE Trans Med Robot Bionics,Dec,2020
1146,Skills for physical artificial intelligence,Nat Mach Intell,Nov,2020
1147,Laser reprogramming magnetic anisotropy in soft composites for reconfigurable 3D shaping,Nat Commun,Dec,2020
1148,This �squidbot� jets around and takes pics of coral and fish,Techxplore,Oct,2020
1149,"These giant robots are made of air, fabric",IEEE Spectrum,Nov,2020
1150,Shape-changing robots that adapt to their environments,"Yale Univ, News",Nov,2020
1151,The soft grip of animals inspires scientists to improve robots,"Wageninen Univ, News",Dec,2020
1152,Hybrid jamming for bioinspired soft robotic fingers,Soft Robotics,Nov,2019
1153,On-demand orbital maneuver of multiple soft robots via hierarchical magnetomotility,"Nat, Commun,",Oct,2019
1154,Controlled flight of a microrobot powered by soft artificial muscles,Nature,Nov,2019
1155,Color-based proprioception of soft actuators interacting with objects,"IEEE/ASME Trans, Mechatronics",Oct,2019
1156,Flexible temperature sensor integrated with soft pneumatic microactuators for functional microfingers,"Sci, Rep,",Oct,2019
1157,Visible and infrared three-wavelength modulated multi-directional actuators,"Nat, Commun,",Oct,2019
1158,Neuromuscular actuation of biohybrid motile bots,"Proc, Natl, Acad, Sci,",Oct,2019
1159,"Vine Robots: Design, teleoperation, and deployment for navigation and exploration","IEEE Robot Autom Mag,",Nov,2019
1160,Nanomagnetic encoding of shape-morphing micromachines,Nature,Nov,2019
1161,Design and analysis of a gripper with interchangeable soft fingers for ungrounded mobile robots,IEEE CIS-RAM,Nov,2019
1162,New soft actuators could make soft robots less bulky,ScienceDaily,Oct,2019
1163,Soft microbots programmed by nanomagnets,Nature News and Views,Nov,2019
1164,Smash This Robot,IEEE Spectrum,Dec,2019
1165,Discrete cosserat approach for multisection soft manipulator dynamics,"IEEE Trans, Robot,",Oct,2018
1166,Controllable switching between planar and helical flagellar swimming of a soft robotic sperm,PLoS ONE,Nov,2018
1167,EuMoBot: replicating euglenoid movement in a soft robot,"J, Royal Soc, Interface",Nov,2018
1168,Chasing biomimetic locomotion speeds: Creating untethered soft robots with shape memory alloy actuators,Science Robotics,Dec,2018
1169,Control of a muscle-like soft actuator via a bioinspired approach,"Bioinspiration, Biomim,",Oct,2018
1170,A soft aquatic actuator for unsteady peak power amplification,"IEEE/ASME Trans, Mechatronics",Oct,2018
1171,"Reverse pneumatic artificial muscles (rPAMs): Modeling, integration, and control",PLoS ONE,Oct,2018
1172,Predicting leaky heart valves with 3D printing,Wyss Institute,Dec,2018
1173,"A dexterous, glove-based teleoperable low-power soft robotic arm for delicate deep-sea biological exploration","Sci, Rep,",Oct,2018
1174,Rotorigami: A rotary origami protective system for robotic rotorcraft,Science Robotics,Oct,2018
1175,Mechanics of wet adhesion in soft interaction with patterned morphology,"Bioinspiration, Biomim,",Nov,2018
1176,On the biological mechanics and energetics of the hip joint muscle� tendon system assisted by passive hip exoskeleton,"Bioinspiration, Biomim,",Dec,2018
1177,Origami cushions protect drones from collisions,ICL News,Oct,2018
1178,Graphene unlocks new potential for �smart textiles�,New Electronics,Dec,2018
1179,Mechanics of jumping on water,"Phys, Rev, Fluids, Oct",,2017
1180,Droplets as liquid robots,"Artif, Life, Nov",,2017
1181,Remote tactile sensing system integrated with magnetic synapse,"Sci, Rep,, Dec",,2017
1182,Fluid-driven origami-inspired artificial muscles,"Proc Natl Acad Sci, Oct",,2017
1183,"A eutectic-alloy-infused soft actuator with sensing, tunable degrees of freedom, and stiffness properties","J, Micromech, Microeng,, Nov",,2017
1184,An electric-eel-inspired soft power source from stacked hydrogels,"Nature, Dec",,2017
1185,"Design and computational modelling of a modular, compliant robotic assembly for human lumbar unit and spinal cord assistance","Sci, Rep,, Oct",,2017
1186,Soft robotic rehabilitation exoskeleton (REHAB Glove) for hand therapy,,,2017
1187,Octopus-inspired camouflage for soft robotics,"IEEE Spectrum, Oct",,2017
1188,"A sustainable, power-producing textile","Asme,org, Oct",,2017
1189,Artificial muscles give soft robots superpowers,"Wyss Institute News, Nov",,2017
1190,"Soft robotics target hand, finger rehab for stroke patients","Asme,org, Nov",,2017
1191,This crazy new material could harvest electricity from the human body,"ScienceAlert, Nov",,2017
1192,Controllable cyborg beetles for swarming search and rescue,"IEEE Spectrum, Nov",,2017
1193,Role of body stiffness in undulatory swimming: Insights from robotic and computational models,"Phys, Rev, Fluids",Oct,2016
1194,Partial redundancy and morphological homeostasis: Reliable development through overlapping mechanisms,"Artif, Life,",Nov,2016
1195,Photomotility of polymers,"Nat, Commun,",Nov,2016
1196,Intrusion rheology in grains and other flowable materials,"Nat, Mater,",Oct,2016
1197,Versatile soft grippers with intrinsic electroadhesion based on multifunctional polymer actuators,"Adv, Mater,, Nov",,2015
1198,Analytical model and stability analysis of the leading edge spar of a passively morphing ornithopter wing,"Bioinspir, Biomim,, Oct",,2015
1199,Design considerations for an underwater soft-robot inspired from marine invertebrates,"Bioinspir, Biomim,, Oct",,2015
1200,A precise embedded curvature sensor module for soft-bodied robots,"Sensor, Actuat, A � Phys, Dec",,2015
1201,Wetting and phase separation in soft adhesion,"PNAS, Nov",,2015
1202,A muscle-like recruitment actuator with modular redundant actuation units for soft robotics,"Robot, Auton, Syst,, Dec",,2015
1203,High-displacement flexible Shape Memory Alloy actuator for soft wearable robots,"Robot, Auton, Syst,, Nov",,2015
1204,Soft exosuit for hip assistance,"Robot, Auton, Syst,, Nov",,2015
1205,Smart knee brace design with parallel coupled compliant plate mechanism and pennate elastic band spring,"J Mech Robot,, Nov",,2015
1206,Vibration isolation by exploring bio-inspired structural nonlinearity,"Bioinspir, Biomim,, Oct",,2015
1207,Effective wall friction in wall-bounded 3D dense granular flows,"Phys, Rev, Lett,, Oct",,2015
1208,3D printed soft robotic tentacle with new level of agility,"IEEE Spectrum, Oct",,2015
1209,3D printed soft skin for safe human robot interaction,"IEEE Spectrum, Oct",,2015
1210,Neuromechanical control for hexapedal robot walking on challenging surfaces and surface classification,"Robot, Auton, Syst,, Dec",,2014
1211,An experimental and three-dimensional computational study on the aerodynamic contribution to the passive pitching motion of flapping wings in hovering flies,"Bioinspir, Biomim,, Nov",,2014
1212,Nonlinear bending models for beams and plates,"Proc, R, Soc, A, Nov",,2014
1213,Learning by imitation with the STIFF-FLOP surgical robot: a biomimetic approach inspired by octopus movements,"Robotics Biomim,, Oct",,2014
1214,Influence of surface traction on soft robot undulation,"Int, J, Robot, Res,, Nov",,2013
1215,A dynamic finite element analysis of human foot complex in the sagittal plane during level walking,"PLoS ONE, Nov",,2013
1216,Fluid�structure interaction-based biomechanical perception model for tactile sensing,"PLoS ONE, Nov",,2013
1217,Analysis of initial cell spreading using mechanistic contact formulations for a deformable cell model,"PLoS Comp, Biol,, Oct",,2013
1218,A generalized approach to the modeling and analysis of 3D surface morphology in organisms,"PLoS ONE, Oct",,2013
1219,Engineering particle trajectories in microfluidic flows using particle shape,"Nat Commun,, Nov",,2013
1220,Shape transitions in soft spheres regulated by elasticity,"Phys, Rev, E",Nov,2013
1221,Stiffness dependent separation of cells in a microfluidic device,"PLoS ONE, Nov",,2013
1222,Choose your weapon: defensive behavior is associated with morphology and performance in scorpions,"PLoS ONE, Nov",,2013
1223,Electronic skins and machine learning for intelligent soft robots,"Sci Rob,",Apr,2020
1224,A geometric variable-strain approach for static modeling of soft manipulators with tendon and fluidic actuation,IEEE RA-L,Apr,2020
1225,Design and characterization of a hybrid soft gripper with active palm pose control,"Int, J, Robot, Res,",Jun,2020
1226,A novel pneumatic soft snake robot using traveling-wave locomotion in constrained environments,IEEE RA-L,Apr,2020
1227,Optimal actuation of flagellar magnetic microswimmers,"Phys, Rev, E",Apr,2020
1228,Inflatable soft jumper inspired by shell snapping,"Sci, Rob,",May,2020
1229,Dynamic simulation of articulated soft robots,"Nat, Commun,",May,2020
1230,Magnetic cilia carpets with programmable metachronal waves,"Nat, Commun,",Jun,2020
1231,Soft sensors for a sensing-actuation system with high bladder voiding efficiency,"Sci Adv,",Apr,2020
1232,Biofuel-powered soft electronic skin with multiplexed and wireless sensing for human-machine interfaces,"Sci, Rob,",Apr,2020
1233,Varying mechanical compliance benefits energy efficiency of a knee joint actuator,Mechatronics,Apr,2020
1234,Electro-pneumatic dielectric elastomer actuator incorporating tunable bending stiffness,"Phys, Rev, Research",May,2020
1235,The two-degree-of-freedom cable pulley (2DCP) transmission system: An under-actuated and motion decoupled transmission for robotic applications,"Mech, Mach, Theory",Jun,2018
1236,"A hinge-free, non-restrictive, lightweight tethered exosuit for knee extension assistance during walking","IEEE Trans, Med, Robot,",Apr,2020
1237,Reconfigurable and latchable shape?morphing dielectric elastomers based on local stiffness modulation,"Adv, Funct, Mater,",May,2020
1238,Statistical reprogramming of macroscopic self-assembly with dynamic boundaries,"Proc, Natl, Acad, Sci, U,S,A",May,2020
1239,Variable-stiffness tensegrity spine,"Smart, Mater, Struct,",Jun,2020
1240,Uniform conductivity in stretchable silicones via multiphase inclusions,Soft Matter,Apr,2020
1241,Resilient yet entirely degradable gelatin-based biogels for soft robots and electronics,"Nat, Mat",Jun,2020
1242,Seven big advances in soft robotic grippers,ASME,Apr,2020
1243,Inflatable E-Bike fits in a backpack,IEEE Spectrum,May,2020
1244,Researchers develop real-time physics engine for soft robotics,Tech Xplore,May,2020
1245,Shrink films get a grip,"ACS Appl, Polym, Mater,",Apr,2019
1246,Propagation of pop ups in kirigami shells,"Proc Natl Acad Sci,",Apr,2019
1247,Anisotropic and self-healing hydrogels with multi-responsive actuating capability,"Nat Commun,",May,2019
1248,Tension pistons: Amplifying piston force using fluid?induced tension in flexible materials,"Adv Funct Mater,",Jun,2019
1249,A Flexible shaft-driven Remote and Torsionally Compliant Actuator (RTCA) for wearable robots,Mechatronics,May,2019
1250,A dynamic thermoregulatory material inspired by squid skin,"Nat Commun,",Apr,2019
1251,Self-healing materials for soft-matter machines and electronics,"NPG Asia Mater,",May,2019
1252,Soft-bubble: A highly compliant dense geometry tactile sensor for robot manipulation,IEEE Spectrum,Apr,2019
1253,Soft circuits to control soft robots,IEEE Spectrum,Apr,2019
1254,Innovations in soft robotics research,"Asme,org",Apr,2019
1255,These robotic objects are designed to be stabbed and beaten to help you feel better,IEEE Spectrum,May,2019
1256,Soft robotic grippers,"Adv, Mater,",May,2018
1257,"Harnessing bistability for directional propulsion of soft, untethered robots","Proc, Natl, Acad, Sci,",May,2018
1258,A study on plant root apex morphology as a model for soft robots moving in soil,PLoS ONE,Jun,2018
1259,"Electronic skins for soft, compact, reversible assembly of wirelessly activated fully soft robots",Science Robotics,May,2018
1260,Translucent soft robots driven by frameless fluid electrode dielectric elastomer actuators,Science Robotics,Apr,2018
1261,Silicones for stretchable and durable soft devices: Beyond Sylgard-184,"Appl, Mater, Interfaces",May,2018
1262,An autonomously electrically self-healing liquid metal�elastomer composite for robust soft-matter robotics and electronics,"Nat, Mater",May,2018
1263,Towards alternative approaches for coupling of a soft robotic sleeve to the heart,Ann Biomed Eng,May,2018
1264,FlyJacket lets you control a drone with your body,"Comm, of the ACM",Apr,2018
1265,"Coiled carbon fiber artificial muscle lifts 12,000 times its own weight",New Atlas,Apr,2018
1266,Researchers 3D print on skin for breakthrough applications,ASME,May,2018
1267,Controllable load sharing for soft adhesive interfaces on three- dimensional surfaces,PNAS,Apr,2017
1268,A wet-tolerant adhesive patch inspired by protuberances in suction cups of octopi,Nature,Jun,2017
1269,Fast-moving soft electronic fish,"Sci, Adv,",Apr,2017
1270,Propulsive performance of an under-actuated robotic ribbon fin,"Bioinspir, Biomim,",Jun,2017
1271,Polybenzoxazole nanofiber-reinforced moisture-responsive soft actuators,"Sci, Rep,",Apr,2017
1272,Flexible zinc�tin oxide thin film transistors operating at 1 kV for integrated switching of dielectric elastomer actuators arrays,"Adv, Mater,",Jun,2017
1273,A light-driven artificial flytrap,"Nat, Commun,",May,2017
1274,Physical interface dynamics alter how robotic exosuits augment human movement: implications for optimizing wearable assistive devices,"J Neuroeng, Rehabil,",May,2017
1275,Introduction to the evolution of physical systems special issue,"Artif, Life,",May,2017
1276,Real-World evolution of robot morphologies: A proof of concept,"Artif, Life,",May,2017
1277,"Electric and magnetic fields drive soft, flexible robots",IEEE Spectrum,Apr,2017
1278,"Mass production of low-cost, flexible inkjet-printed electronics",KurzweilAI,Apr,2017
1279,Robotic caterpillar crawls ahead,"ASME,org",May,2017
1280,Finding the right morphology to simplify control for soft robotics,Robohub,May,2017
1281,New bioprinter makes it easier to fabricate 3D flesh and bone,IEEE Spectrum,May,2017
1282,3D-printed pneumatic quadruped robot adapts to rough terrain,IEEE Spectrum,May,2017
1283,Stable grip control on soft objects with time-varying stiffness,"IEEE Trans, Robot,",May,2016
1284,Bio-inspired flexible joints with passive feathering for robotic fish pectoral fins,"Bioinspir, Biomim,",May,2016
1285,Magnetic and mechanical modeling of a soft three-axis force sensor,"IEEE Sensors J,",Apr,2016
1286,Series and parallel elastic actuation: Impact of natural dynamics on power and energy consumption,"Mech, Mach, Theory",May,2016
1287,"PDMS-based elastomer tuned soft, stretchable, and sticky for epidermal electronics","Adv, Mater,",May,2016
1288,Learning from nature how to land aerial robots,Science � Perspective,May,2016
1289,Active shape discrimination with compliant bodies as reservoir computers,"Artif, Life",May,2016
1290,Motility-driven glass and jamming transitions in biological tissues,"Phys, Rev, X, Apr",,2016
1291,Stereotypical reaching movements of the octopus involve both bend propagation and arm elongation,"Bioinspir, Biomim,",May,2015
1292,Exploitation of environmental constraints in human and robotic grasping,"Int, J, Robot, Res,",Jun,2015
1293,Passive mechanical models of fish caudal fins: effects of shape and stiffness on self-propulsion,"Bioinspir, Biomim,",Apr,2015
1294,"Aerodynamic performance of two-dimensional, chordwise flexible flapping wings at fruit fly scale in hover flight","Bioinspir, Biomim,",May,2015
1295,Towards versatile legged robots through active impedance control,"Int, J, Robot, Res,",May,2015
1296,Information processing via physical soft body,Scientific Report,May,2015
1297,"Paws, pads and plants: the enhanced elasticity of cell-filled load- bearing structures","Proc, R, Soc, A",Jun,2015
1298,"Design, fabrication and control of soft robots",Nature,May,2015
1299,The robotics inventors who are trying to take the �hard� out of hardware,New York Times,Apr,2015
1300,An artificial hand that can respond sensitively thanks to �muscles� made of shape-memory wires,"KurzweilAI,net",Apr,2015
1301,Gold-plated onion shows strength as an artificial muscle,Scientific America,May,2015
1302,"Smarter, cheaper technologies for improved point-of-care medicine in remote areas","KurzweilAI,net",May,2015
1303,Wearables and electric vehicles may get boost from boron-infused graphene,"KurzweilAI,net",May,2015
1304,Soft actuators go from squishy to stiff (and back again),IEEE Spectrum,Jun,2015
1305,Anthropomorphic tendon-driven robotic hands can exceed human grasping capabilities following optimization,"Int, J, Robot Res,",Apr,2014
1306,"A compliant, underactuated hand for robust manipulation","Int, J, Robot Res,",Apr,2014
1307,Mechanics modeling of multisegment rod-driven continuum robots,"J, Mech, Robot,",Jun,2014
1308,Design of variable-stiffness flapping mechanism for maximizing thrust of bio-inspired underwater robot,"Bioinspir, Biomim ,",Mar,2014
1309,Continuously distributed magnetization profile for millimeter-scale elastomeric undulatory swimming,"Appl, Phys, Lett,",Apr,2014
1310,Fluid�structure interaction in compliant insect wings,"Bioinspir, Biomim ,",May,2014
1311,SoftCubes: stretchable and self-assembling three-dimensional soft modular matter,"Int, J, Robot Res,",May,2014
1312,Extremely compliant and highly stretchable patterned graphene,"Appl, Phys, Lett,",Apr,2014
1313,Soft tissue artefacts of the human back: comparison of the sagittal curvature of the spine measured using skin markers and an open upright MRI,PLoS ONE,Apr,2014
1314,Hairy suckers: the surface microstructure and its possible functional significance in the Octopus vulgaris sucker,Beilstein J NAnotech,May,2014
1315,"A soft, amorphous skin that can sense and localize textures",IEEE ICRA,Jun,2014
1316,Simplifying grasping complexity through generalization of kinaesthetically learned synergies,IEEE ICRA,Jun,2014
1317,Novel uniaxial force sensor based on visual information for minimally invasive surgery,IEEE ICRA,Jun,2014
1318,Softness display by a multi-fingered haptic interface robot,IEEE ICRA,Jun,2014
1319,"Flexible, bio-inspired machines are the future of engineering",Scientific American,Apr,2014
1320,Liquid metal used to reconnect severed nerves,MIT Technology Review,Apr,2014
1321,Transistors that wrap around tissues and morph with them,"KurzweilAI,net",May,2014
1322,Continuous liquid interface production of 3D objects,Science,Mar,2015
1323,"Shape deposition manufacturing of a soft, atraumatic, and deployable surgical grasper","J, Mechanisms Robotics, Feb",,2015
1324,Hybrid deposition manufacturing: Design strategies for multimaterial mechanisms via three-dimensional printing and material deposition,"J, Mechanisms Robotics, Feb",,2015
1325,Contact lines on soft solids with uniform surface tension: analytical solutions and double transition for increasing deformability,"Proc, Math, Phys, Eng, Sci,",Mar,2015
1326,Bending a beam by a generalized ideal elastomeric ge l,"Proc, Math, Phys, Eng, Sci,, Feb",,2015
1327,"Soft, curved electrode systems capable of integration on the auricle as a persistent brain�computer interface",PNAS,Mar,2015
1328,Exo-Glove: A wearable robot for the hand with a soft tendon routing system,"IEEE Robot, Automat, Mag,",Mar,2015
1329,Goal-directed multimodal locomotion through coupling between mechanical and attractor selection dynamics,"Bioinspir, Biomim,",Mar,2015
1330,"Materials that couple sensing, actuation, computation and communication",Science,Mar,2015
1331,Mechanically stretchable and tunable metamaterial absorber,"Appl, Phys, Lett,",Mar,2015
1332,"Soft, energy-efficient, robotic wings",Science Daily,Mar,2015
1333,Rubbery glass arrives,"Scientific America, Feb",,2015
1334,Hybrid motion/force control of multi-backbone continuum robots,"Int, J, Robot, Res,",Mar,2016
1335,Cockroaches inspire robot,"Nature � Research Highlights, Feb",,2016
1336,Highly stretchable electroluminescent skin for optical signaling and tactile sensing,Science,Mar,2016
1337,Artificial muscles for jaw movements,Extreme Mechanics Letters,Mar,2016
1338,Biomimetic 4D printing,Nature Material,Apr,2016
1339,Knots as topological order parameter for semi-flexible polymers,"Phys, Rev, Lett,, Mar",,2016
1340,Why is it so hard to squash a cockroach,Science � News,Feb,2016
1341,Paper skin mimics the real thing,"IEEE Spectrum, Feb",,2016
1342,"Are you ready for soft, morphing, crawling robots with glowing skin displays?",KurzweilAI,Mar,2016
1343,A wearable graphene-based biomedical device to monitor and treat diabetes,KurzweilAI,Mar,2016
1344,"Researchers develop stretchy, radar-cloaking skin","Csmonitor,com",Mar,2016
1345,Soft material robotics,Foundation and Trends,Apr,2017
1346,From the elastica compass to the elastica catapult: an essay on the mechanics of soft robot arm,"Proc, R, Soc, A",Feb,2017
1347,Hybrid parameter identification of a multi-modal underwater soft robot,"Bioinspir, Biomim,",Feb,2017
1348,Experimental optimization of wing shape for a hummingbird-like flapping wing micro air vehicle,"Bioinspir, Biomim,",Mar,2017
1349,Palpation force modulation strategies to identify hard regions in soft tissue organs,PLoS One,Feb,2017
1350,Simple empirical model for identifying rheological properties of soft biological tissues,"Phys, Rev,",Feb,2017
1351,Open-loop control of creep and vibration in dielectric elastomer actuators with phenomenological models,"IEEE/ASME Trans, Mechatronics",Feb,2017
1352,Adapting to flexibility: Model reference adaptive control of soft bending actuators,IEEE RA-L,Apr,2017
1353,"The ankle mimicking prosthetic foot 3 � Locking mechanisms, actuator design, control and experiments with an amputee",Feb,,2017
1354,A fully fabric-based bidirectional soft robotic glove for assistance and rehabilitation of hand impaired patients,IEEE RA-L,Feb,2017
1355,Autonomous control of continuum robot manipulators for complex cardiac ablation tasks,J Med Robot Res,Mar,2017
1356,The quest for natural machine motion: An open platform to fast- prototyping articulated soft robots,"IEEE Robot, Autom, Mag,",Mar,2017
1357,Instrumented cardiac microphysiological devices via multimaterial three-dimensional printing,Nature Materials,Mar,2017
1358,Decentralized control scheme for myriapod robot inspired by adaptive and resilient centipede locomotion,"PLoS ONE, Feb",,2017
1359,A feel for feline innovation,ASME,Feb,2017
1360,"Toward printable, sensor-laden �skin� for robots",Robohub,Mar,2017
1361,This robotic tentacle can easily grasp smooth objects,"MIT Tech, Review",Mar,2017
1362,This strange robotic octopus could soon be working with humans,The Telegraph,Mar,2017
1363,3 squishy medical robots that are as soft as you are,IEEE Spectrum,Mar,2017
1364,Morphological computation in haptic sensation and interaction: from nature to robotics,"Adv, Robotics",Mar,2018
1365,Soft pneumatic grippers embedded with stretchable electroadhesion,"Smart Mater, Struct",Mar,2018
1366,Soft robotics: Do the locomotion with me,"Nature Review Materials, Feb",,2018
1367,Swimming performance and unique wake topology of the sea hare (Aplysia),"Phys, Rev, Fluids",Mar,2018
1368,Soft somatosensitive actuators via embedded 3D printing,"Advanced Materials, Feb",,2018
1369,A supramolecular biomimetic skin combining a wide spectrum of mechanical properties and multiple sensory capabilities,"Nat, Commun,",Mar,2018
1370,3D printing of robotic soft actuators with programmable bioinspired architectures,"Nat, Commun,, Feb",,2018
1371,Reduced-order modeling of soft robots,"PLoS ONE, Feb",,2018
1372,"A soft, bistable valve for autonomous control of soft actuators",Science Robotics,Mar,2018
1373,Miniature soft electromagnetic actuators for robotic applications,"Adv, Funct, Mater",Mar,2018
1374,Transforming the dynamic response of robotic structures and systems through laminar jamming,IEEE RA-L,Apr,2018
1375,A digital light processing 3D printer for fast and high-precision fabrication of soft pneumatic actuators,Sens Actuators A,Apr,2018
1376,Miniature soft robots � road to the clinic,Nature Review Materials,Apr,2018
1377,Information-theoretic model selection for optimal prediction of stochastic dynamical systems from data,"Phys, Rev, E",Mar,2018
1378,Self-healing electronic �skin� lets amputees sense temperature and pressure on prosthetic limbs,Newsweek,Feb,2018
1379,Robotic fingers get touchy-feely,Nature Technology,Mar,2018
1380,Origami inspired foldable robotic arm,Science Daily,Mar,2018
1381,MIT�s soft robotic fish explores reefs in Fiji,IEEE Spectrum,Mar,2018
1382,Robots are learning to handle with care,The Wall Street Journal,Mar,2018
1383,Scientists develop method to print in 3-D with liquid,Construction Dive,Mar,2018
1384,Towards a variable stiffness surgical manipulator based on fiber jamming transition,"Front, robot, AI,",Mar,2019
1385,Magnetic augmented self-sensing flexible electroadhesive grippers,IEEE RA-L,Mar,2019
1386,Elasto-capillary adhesion: Effect of deformability on adhesion strength and detachment,"Phys, Rev, Fluids,",Mar,2019
1387,Grasping interface with wet adhesion and patterned morphology: Case of thin shell,IEEE RA-L,Apr,2019
1388,A hopping robot driven by a series elastic dual-motor actuator,IEEE RA-L,Feb,2019
1389,Morphing robots using robotic skins that sculpt clay,IEEE RA-L,Apr,2019
1390,"Stretchable, self-healing, transient macromolecular elastomeric gel for wearable electronics","Microsyst, Nanoeng,",Mar,2019
1391,Integrated soft ionotronic skin with stretchable and transparent hydrogel�elastomer ionic sensors for hand-motion monitoring,Soft Robotics,Mar,2019
1392,Polymeric foams for flexible and highly sensitive low-pressure capacitive sensors,npj Flexible Electronics,Apr,2019
1393,Wrinkled soft sensor with variable afferent morphology,IEEE RA-L,Apr,2019
1394,Numerical analysis of periodic laminar and fibrous media undergoing a jamming transition,"Eur J, Mech, A-Solid",Feb,2019
1395,Feedforward control of the rate-dependent viscoelastic hysteresis nonlinearity in dielectric elastomer actuators,IEEE RA-L,Mar,2019
1396,Robot melts its bones to change how it walks,IEEE Spectrum,Feb,2019
1397,Scientists create stretchy self-healing electronic skin inspired by jellyfish,InterestingEngineering,Mar,2019
1398,Current advances in soft robotics: Best papers from RoboSoft 2018,"Front, Robot, AI,",Apr,2020
1399,Programmable droplet manipulation by a magnetic-actuated robot,"Sci, Adv,",Feb,2020
1400,Design and prototyping soft�rigid tendon-driven modular grippers using interpenetrating phase composites materials,"Int, J, Robot, Res,",Feb,2020
